1 Hello ! Which drink can I get for you ?
1 Hello ! Which drink can I get for you today ?
1 Hello ! Which drink would you like to have ?
1 Hello ! Which drink would you like today ?
1 Hi ! Which drink can I get for you ?
1 Hi ! Which drink can I get for you today ?
1 Hi ! Which drink would you like to have ?
1 Hi ! Which drink would you like today ?
1 Welcome to Botista ! Which drink can I get for you ?
1 Welcome to Botista ! Which drink can I get for you today ?
1 Welcome to Botista ! Which drink would you like to have ?
1 Welcome to Botista ! Which drink would you like today ?
1 Welcome to the coffee heaven ! Which drink can I get for you ?
1 Welcome to the coffee heaven ! Which drink can I get for you today ?
1 Welcome to the coffee heaven ! Which drink would you like to have ?
1 Welcome to the coffee heaven ! Which drink would you like today ?
1 Great ! Can I take your name ? api_call getCustomerName
1 Perfect ! What would be the name ? api_call getCustomerName
1 May I take your name , please ? api_call getCustomerName
1 Your order is a tall bottle of water and a milk chocolate bar . Is that right ?
1 Your order is a tall bottle of water and a milk chocolate bar . Did I get that right ?
1 So that would be a grande orange juice and a raspberry cheesecake . Is that right ?
1 So that would be a grande orange juice and a raspberry cheesecake . Did I get that right ?
1 Your order is a grande orange juice and a raspberry cheesecake . Is that right ?
1 Your order is a grande orange juice and a raspberry cheesecake . Did I get that right ?
1 So that would be a grande lemonade and a strawberry cheesecake . Is that right ?
1 So that would be a grande lemonade and a strawberry cheesecake . Did I get that right ?
1 Your order is a grande lemonade and a strawberry cheesecake . Is that right ?
1 Your order is a grande lemonade and a strawberry cheesecake . Did I get that right ?
1 So that would be a tall salted caramel mocha and a vegetable sandwich . Is that right ?
1 So that would be a tall salted caramel mocha and a vegetable sandwich . Did I get that right ?
1 Your order is a tall salted caramel mocha and a vegetable sandwich . Is that right ?
1 Your order is a tall salted caramel mocha and a vegetable sandwich . Did I get that right ?
1 So that would be a grande iced cinnamon dolce latte and a whole-grain feta sandwich . Is that right ?
1 So that would be a grande iced cinnamon dolce latte and a whole-grain feta sandwich . Did I get that right ?
1 Your order is a grande iced cinnamon dolce latte and a whole-grain feta sandwich . Is that right ?
1 Your order is a grande iced cinnamon dolce latte and a whole-grain feta sandwich . Did I get that right ?
1 So that would be a short pumpkin spice latte and a vegetable sandwich . Is that right ?
1 So that would be a short pumpkin spice latte and a vegetable sandwich . Did I get that right ?
1 Your order is a short pumpkin spice latte and a vegetable sandwich . Is that right ?
1 Your order is a short pumpkin spice latte and a vegetable sandwich . Did I get that right ?
1 So that would be a tall raspberry lemonade and a tomato and mozzarella panini . Is that right ?
1 So that would be a tall raspberry lemonade and a tomato and mozzarella panini . Did I get that right ?
1 Your order is a tall raspberry lemonade and a tomato and mozzarella panini . Is that right ?
1 Your order is a tall raspberry lemonade and a tomato and mozzarella panini . Did I get that right ?
1 So that would be a short bottle of water and a tomato and mozzarella panini . Is that right ?
1 So that would be a short bottle of water and a tomato and mozzarella panini . Did I get that right ?
1 Your order is a short bottle of water and a tomato and mozzarella panini . Is that right ?
1 Your order is a short bottle of water and a tomato and mozzarella panini . Did I get that right ?
1 So that would be a short cinnamon latte and a granola bar . Is that right ?
1 So that would be a short cinnamon latte and a granola bar . Did I get that right ?
1 Your order is a short cinnamon latte and a granola bar . Is that right ?
1 Your order is a short cinnamon latte and a granola bar . Did I get that right ?
1 So that would be a grande bottle of water and a cinnamon swirl . Is that right ?
1 So that would be a grande bottle of water and a cinnamon swirl . Did I get that right ?
1 Your order is a grande bottle of water and a cinnamon swirl . Is that right ?
1 Your order is a grande bottle of water and a cinnamon swirl . Did I get that right ?
1 So that would be a tall iced caramel macchiato and a white chocolate cheesecake . Is that right ?
1 So that would be a tall iced caramel macchiato and a white chocolate cheesecake . Did I get that right ?
1 Your order is a tall iced caramel macchiato and a white chocolate cheesecake . Is that right ?
1 Your order is a tall iced caramel macchiato and a white chocolate cheesecake . Did I get that right ?
1 So that would be a short iced pumpkin spice latte and a granola bar . Is that right ?
1 So that would be a short iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Your order is a short iced pumpkin spice latte and a granola bar . Is that right ?
1 Your order is a short iced pumpkin spice latte and a granola bar . Did I get that right ?
1 So that would be a short cinnamon latte and a raspberry cheesecake . Is that right ?
1 So that would be a short cinnamon latte and a raspberry cheesecake . Did I get that right ?
1 Your order is a short cinnamon latte and a raspberry cheesecake . Is that right ?
1 Your order is a short cinnamon latte and a raspberry cheesecake . Did I get that right ?
1 So that would be a short iced cinnamon dolce latte and a vegetable sandwich . Is that right ?
1 So that would be a short iced cinnamon dolce latte and a vegetable sandwich . Did I get that right ?
1 Your order is a short iced cinnamon dolce latte and a vegetable sandwich . Is that right ?
1 Your order is a short iced cinnamon dolce latte and a vegetable sandwich . Did I get that right ?
1 So that would be a tall pumpkin spice latte and a whole-grain feta sandwich . Is that right ?
1 So that would be a tall pumpkin spice latte and a whole-grain feta sandwich . Did I get that right ?
1 Your order is a tall pumpkin spice latte and a whole-grain feta sandwich . Is that right ?
1 Your order is a tall pumpkin spice latte and a whole-grain feta sandwich . Did I get that right ?
1 So that would be a tall orange juice and a tomato and mozzarella panini . Is that right ?
1 So that would be a tall orange juice and a tomato and mozzarella panini . Did I get that right ?
1 Your order is a tall orange juice and a tomato and mozzarella panini . Is that right ?
1 Your order is a tall orange juice and a tomato and mozzarella panini . Did I get that right ?
1 So that would be a short orange juice and a cheese toastie . Is that right ?
1 So that would be a short orange juice and a cheese toastie . Did I get that right ?
1 Your order is a short orange juice and a cheese toastie . Is that right ?
1 Your order is a short orange juice and a cheese toastie . Did I get that right ?
1 So that would be a grande orange juice and a strawberry cheesecake . Is that right ?
1 So that would be a grande orange juice and a strawberry cheesecake . Did I get that right ?
1 Your order is a grande orange juice and a strawberry cheesecake . Is that right ?
1 Your order is a grande orange juice and a strawberry cheesecake . Did I get that right ?
1 So that would be a tall lemonade and an egg sandwich . Is that right ?
1 So that would be a tall lemonade and an egg sandwich . Did I get that right ?
1 Your order is a tall lemonade and an egg sandwich . Is that right ?
1 Your order is a tall lemonade and an egg sandwich . Did I get that right ?
1 So that would be a short raspberry lemonade and a whole-grain feta sandwich . Is that right ?
1 So that would be a short raspberry lemonade and a whole-grain feta sandwich . Did I get that right ?
1 Your order is a short raspberry lemonade and a whole-grain feta sandwich . Is that right ?
1 Your order is a short raspberry lemonade and a whole-grain feta sandwich . Did I get that right ?
1 So that would be a tall iced latte macchiato and a milk chocolate bar . Is that right ?
1 So that would be a tall iced latte macchiato and a milk chocolate bar . Did I get that right ?
1 Your order is a tall iced latte macchiato and a milk chocolate bar . Is that right ?
1 Your order is a tall iced latte macchiato and a milk chocolate bar . Did I get that right ?
1 So that would be a tall iced cordusio and a raspberry cheesecake . Is that right ?
1 So that would be a tall iced cordusio and a raspberry cheesecake . Did I get that right ?
1 Your order is a tall iced cordusio and a raspberry cheesecake . Is that right ?
1 Your order is a tall iced cordusio and a raspberry cheesecake . Did I get that right ?
1 So that would be a grande iced pumpkin spice chai latte and a cinnamon swirl . Is that right ?
1 So that would be a grande iced pumpkin spice chai latte and a cinnamon swirl . Did I get that right ?
1 Your order is a grande iced pumpkin spice chai latte and a cinnamon swirl . Is that right ?
1 Your order is a grande iced pumpkin spice chai latte and a cinnamon swirl . Did I get that right ?
1 So that would be a grande chai tea latte and a strawberry cheesecake . Is that right ?
1 So that would be a grande chai tea latte and a strawberry cheesecake . Did I get that right ?
1 Your order is a grande chai tea latte and a strawberry cheesecake . Is that right ?
1 Your order is a grande chai tea latte and a strawberry cheesecake . Did I get that right ?
1 So that would be a short salted caramel mocha and a tomato and mozzarella panini . Is that right ?
1 So that would be a short salted caramel mocha and a tomato and mozzarella panini . Did I get that right ?
1 Your order is a short salted caramel mocha and a tomato and mozzarella panini . Is that right ?
1 Your order is a short salted caramel mocha and a tomato and mozzarella panini . Did I get that right ?
1 So that would be a grande peach iced tea and a granola bar . Is that right ?
1 So that would be a grande peach iced tea and a granola bar . Did I get that right ?
1 Your order is a grande peach iced tea and a granola bar . Is that right ?
1 Your order is a grande peach iced tea and a granola bar . Did I get that right ?
1 So that would be a short raspberry lemonade and a yogurt parfait . Is that right ?
1 So that would be a short raspberry lemonade and a yogurt parfait . Did I get that right ?
1 Your order is a short raspberry lemonade and a yogurt parfait . Is that right ?
1 Your order is a short raspberry lemonade and a yogurt parfait . Did I get that right ?
1 So that would be a tall iced salted caramel mocha and a strawberry cheesecake . Is that right ?
1 So that would be a tall iced salted caramel mocha and a strawberry cheesecake . Did I get that right ?
1 Your order is a tall iced salted caramel mocha and a strawberry cheesecake . Is that right ?
1 Your order is a tall iced salted caramel mocha and a strawberry cheesecake . Did I get that right ?
1 So that would be a tall iced caramel macchiato and a granola bar . Is that right ?
